instance_name,parameter_name,parameter_value,seed,n_iterations,xi_min,xi_max,cooling_rate,segment_size,total_cost,rider_cost,drone_cost,delay_cost,self_pickup_cost,drone_served_orders,drone_mode_ratio,on_time_rate,average_delay,max_delay,average_walking_distance,drone_utilization,feasible,cpu_time,incumbent_inherited,initial_incumbent_cost
RDL-n25-01,drone_range,30,2,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,0.96,0.006029,0.150729,0.451999,0.5,True,24.782352,True,252.24270426212402
RDL-n25-01,drone_range,8,3,10000,0.1,0.4,0.997,100,253.214412,227.44886,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,23.688244,False,
RDL-n25-01,drone_range,12,3,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,24.778953,True,253.21441165756767
RDL-n25-01,drone_range,16,3,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,24.783332,True,252.4022436891451
RDL-n25-01,drone_range,20,3,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,24.840432,True,252.4022436891451
RDL-n25-01,drone_range,24,3,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,25.022836,True,252.4022436891451
RDL-n25-01,drone_range,30,3,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,24.641798,True,252.4022436891451
RDL-n25-01,drone_range,8,4,10000,0.1,0.4,0.997,100,252.90816,227.142608,21.203031,0.0,4.562521,4,0.16,0.96,0.006029,0.150729,0.570315,0.5,True,24.493368,False,
RDL-n25-01,drone_range,12,4,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,25.033451,True,252.9081598995369
RDL-n25-01,drone_range,16,4,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,25.188802,True,252.40224368914502
